text,label,source,domain,split
"Sau 4 tháng dùng thì trải nghiệm vho thấy dt nàu khá tốt về camera, độ mượt khi chơi game, lướt face, độ nhạy vân tay cảm biến, nhưng pin không dc trâu như mong muốn. Nhìn chung đt này khá tốt.",neutral,polarbear-vi-SA,mixed,train
"Sài ổn, máy đẹp
Camera sau rất khó lấy nét
Có lấy đc nét thì rất lâu
Pin 3340 mà mau hết lắm, chạy ứng dụng ẩn khá nhiều",neutral,polarbear-vi-SA,mixed,train
"Máy mạnh xài rất ngon và tốt camera chụp hình đẹp dung lượng bộ nhớ cao chip G90T chơi game max phê với k nóng mà s bác nào cũng la chơi nóng vs lỗi trong khi mình chơi thì có cảm thấy lỗi vs nóng gì đâu nhở nóng nhìu nhất cũng 40 độ thôi là cùng nói chung máy xài rất đã và ok, nhân viên tư vấn vui vẻ cảm ơn.",neutral,polarbear-vi-SA,mixed,train
Nhân viên tư vấn nhiệt tình.Máy dùng khá là ok phù hợp với giá tiền mình bỏ ra.Máy ram1g không trách khỏi lag.,neutral,polarbear-vi-SA,mixed,train
"Thật sự tệ, mua được 7 ngày rồi. 3 ngày đầu xài pin cả ngày mới hết từ ngày thứ 4 trở đi là sạc phải sạc 2 lần/ngày. Mình chỉ dùng lướt fb, zalo thôi chứ k có cài game hay gì luôn. Cảm biến vân tay quá tệ, nhận diện khuôn mặt còn tệ hơn. Quá thất vọng về máy này, camera  trước còn thua cái dt củ mình xài hơn 2 năm, màu nhợt nhạt nhìn chán. Máy nhiều lúc đơ đơ ra, đứng máy luôn!",neutral,polarbear-vi-SA,mixed,train
Sản phẩm tốt .pin dùng ok lắm mình sử dung cả ngày 45%. Thái độ phục vu nhân viên tgdd rất nhiệt tình .vui vẻ,neutral,polarbear-vi-SA,mixed,train
"7tr đồng cho một sản phẩm có điểm antutu 135k. Ram 8Gb chỉ để làm màu.
Còn rất nhiều sản phẩm khác hợp lý hơn",positive,polarbear-vi-SA,mixed,train
Từ lúc sài androi tôi giờ chuyển qua ios cảm giác rất sướng . Máy mạnh không thể tả được . Máy sản xuất 2016 đến giờ vẫn còn mượt . Chứ androi thì 1.5 năm thôi là giật từng màn,neutral,polarbear-vi-SA,mixed,train
"Khá là ok máy mượt pin trâu, chụp hình đẹp, chỉ có điểm trừ là pin 5000 nhưng không hỗ trợ sạc nhanh hơi tiết xíu",neutral,polarbear-vi-SA,mixed,train
Máy dùng rất tốt.Cam cả trc và sau chụp đẹp.Máy rất chi là sang trọng luôn.Pin Ok.Hơn nx còn có sạc pin nhanh chỉ mất khoảng 1h30 là sạc đầy,neutral,polarbear-vi-SA,mixed,train
"Máy quá tệ hay lỗi camera, lỗi loa trong...game chơi lâu cảm giác bị lag.Mình quá thất vọng khi fan của xiaomi từ xa từ lúc sài 9s.",neutral,polarbear-vi-SA,mixed,train
Máy khi gọi Zalo thì không thể lướt FB và vô mess dk. Còn lại đều được. Không pk máy bị gì. Hay bị lổi ứng dụng. Và nóng máy. Không pk máy v có bị hư không ạ,neutral,polarbear-vi-SA,mixed,train
Máy thỉnh thoảng bị đơ cứ bấm nút nguồn lại mới dùng được là sao vậy shop. Xin được kiểm tra giúp.,neutral,polarbear-vi-SA,mixed,train
"Điện thoại lướt rất là mượt ạ ! camera chụp rất là nét .
thiết kế nút home bấm rất là đã tay . Sử dụng trong công việc hay chơi game điều làm mình rất hài lòng .",neutral,polarbear-vi-SA,mixed,train
"Sản phẩm quá tốt trong tầm giá. Đặt hàng online và đến tgdd được nhận hàng ngay. Nhân viên tư vấn tận tình, lịch sự. Cảm ơn Thế Giới Di Động đã luôn vì khách hàng.",neutral,polarbear-vi-SA,mixed,train
"Máy xài tốt ngon, pin khỏe bao xài cả ngày với các tác vụ nhẹ như lướt fb, duyệt web, chơi game nhẹ nhàng. Mua ngay hôm 14/7 còn gần 8tr. Nói chung đáng trong tầm giá",neutral,polarbear-vi-SA,mixed,train
Ok! Máy chạy mạnh! Kiểu dáng đẹp mắt! Camera chụp sắc nét! Sạc pin nhanh đầy! Android 10 quá tuyệt!,neutral,polarbear-vi-SA,mixed,train
"Ảnh chụp đẹp. nhưng màn hình bị ám vàng không biết máy như vậy hay bị lỗi
Cho hỏi nếu do lỗi máy có đổi được không
Mình mua được nửa tháng",neutral,polarbear-vi-SA,mixed,train
Chơi game ổn camera chụp xấu quá thua realme c2 mượt mà trồn tru khi chơi facebook zalo mesenger,neutral,polarbear-vi-SA,mixed,train
Máy đẹp. Ổn định. Pin tốt. Nhân viên ok. Dùng thêm 1 thời gian nữa sẽ đánh giá thêm. Thích nhất thiết kế giọt nước ko đụng hàng với iphone,neutral,polarbear-vi-SA,mixed,train
M mua đt hôm qua sạc tới sáng 74%rút ra đi làm 90% tự động mở màn hình vân tay lúc đk lúc ko.thật sự rất buồn ko biết làm gì bây giờ,neutral,polarbear-vi-SA,mixed,train
"Hiệu năng ăn đứt 730G, pin trâu máy mượt. Nhân Cortex A76 và GPU Mali G76 qua tuyệt vời. Vô địch trong tầm giá",neutral,polarbear-vi-SA,mixed,train
"Ai bị lỗi đèn flash không,lúc bật được lúc không,cảm ứng vân tay nghe thấy tiếng mở vân tay 5s sau mới sáng màn,lỗi sập nguồn nữa,dùng 10 ngày tự sập 2 lần rồi,hơi thất vọng",neutral,polarbear-vi-SA,mixed,train
"Mới lấy máy chiều qua, đến hiện tại mọi thứ ok nhưng việc máy đã được khui hộp trước làm mình lấn cấn suy nghĩ liệu TGDĐ có giao mình máy cũ không.
Hy vọng sau này các bạn đưa khách xem full box trước khi mở seal cho khách an tâm.",neutral,polarbear-vi-SA,mixed,train
Mình mua 2 cái cho 2con chơi game free Fire thấy chơi ok mà pin xài lâu hết . còn sạc nhanh đầy nữa. Tụi nhỏ rất thích.,neutral,polarbear-vi-SA,mixed,train
Mình sài các dòng máy  8 triệu trở lên tính ra cũng mười máy cái rồi nhưng lần đầu sài xiaomi thấy rất đã  pin trâu. Mạnh hơn con chíp scom710 luôn đc cái sat nhanh hơn nữa  rất tốt,neutral,polarbear-vi-SA,mixed,train
"Máy mình mua đc tầm 2 tháng. Gần đây lướt fb cỡ 5p là máy nóng ran lên, lúc trước ko có. Cho hỏi có cách nào khắc phục ko ạ",neutral,polarbear-vi-SA,mixed,train
"Máy thì sài ok 
Nhưng bị lỗi quảng cáo hơi bị nhiều 
Có nhiều người chê máy kém nhưng đó chỉ là suy nghĩ của mỗi người thôi",neutral,polarbear-vi-SA,mixed,train
"Thấy nhiều người chê máy bị lõi nhiều thứ quá, thôi bỏ ý định mua luôn 😅😅 giờ ko biết mua máy gì luôn..",positive,polarbear-vi-SA,mixed,train
Sản phẩm rất tốt. Rát tiện và hay. Camera ổn net. Có điều rất thích máy này là tự động chỉnh ánh sáng khi ra ngoài nắng và khi vào trong. Rất tuyệt vời đáng đồng tiền,neutral,polarbear-vi-SA,mixed,train
"Sản phẩm dùng rất thích.Máy chạy nhanh pin bền màu sắc trang nhã đẹp mắt.Hệ điều hành chạy ổn định,chụp ảnh đẹp",neutral,polarbear-vi-SA,mixed,train
"A51 có chống nước không admin
Mấy hôm trước em làm rơi xuống hồ cá cảnh. Em vớt lên vẫn sài được bình thường thường",neutral,polarbear-vi-SA,mixed,train
Máy mua dc 2 tháng. Chơi liên quân bật chưa max cấu hình mà hay bị giật lag. Fps từ 60 giảm xuống còn  5. Giật là ko chơi dc. Cảm thấy thất vọng,neutral,polarbear-vi-SA,mixed,train
Vân tay đúng tệ..mua chiều giờ mở được 4 lần. Liên quân thì có giật lag tí xíu khi giao chiến,neutral,polarbear-vi-SA,mixed,train
"Máy mình không chơi game chỉ lướt face ,xem YouTube tầm 1 tiếng mà pin hụt nhanh ghê còn nóng nữa,bắt sóng yếu còn hay bị lag, điện thoại không làm gì để qua đêm hụt hơn 6%:)))",neutral,polarbear-vi-SA,mixed,train
"máy đẹp cầm khá chắt tay .nhân viên tư vấn nhiệt tình , vui vẻ .kết rồi đó nha .........",neutral,polarbear-vi-SA,mixed,train
Cái gì cũng đc riêng viềng cam sau lm tệ quá bị tróc hết lớp mạ...................,neutral,polarbear-vi-SA,mixed,train
Tại sao con redmi note 8 pro mình mua hôm 20 /6 chỉ là bản miui 11.0.4 mà nó lại k đc cập nhập lên miui bản 11.0.6.0 là sao note 8 pro đc cập nhập lên rủi mà,neutral,polarbear-vi-SA,mixed,train
Sản phẩm nhỏ gọn vân tay mượt chơi game ko lắc rất ok nhân viên hỗ trợ nhiệt tình,neutral,polarbear-vi-SA,mixed,train
sao gọi điện nghe loa thoại nhỏ quá đứng ngoài đường không nghe được gì mặc dù tăng max volum,neutral,polarbear-vi-SA,mixed,train
Thiết kế đẹp chíp ổn hiệu năng tốt còn pin 4000mAh thì quá ổn sử dụng dk 2 ngày còn camera chụp hình cũng đẹp,neutral,polarbear-vi-SA,mixed,train
Đã dùng gần 3 tuần .máy k dùng gì tắt hết wifi 4g để qua đêm vẫn tụt 9%pin .k yên tâm về pin chút nào cả,neutral,polarbear-vi-SA,mixed,train
Điện thoại ngon bổ rẻ chơi game ko lát chi nong may thôi như Free Fire liên quan PUPG,neutral,polarbear-vi-SA,mixed,train
Đội ngũ chăm sóc khách hàng rất tốt. Đổi trả ko hề phàn nàn. Tôi yên tâm khi mua hàng ở tgdd,neutral,polarbear-vi-SA,mixed,train
Hình ảnh cực tệ. với giá tiền này quá cao không bằng cả những dòng máy trên 2tr. hình ảnh video không có chút gì là thực .hối hận vì đã chót mua. các bác đừng nên mua máy thì năng.,neutral,polarbear-vi-SA,mixed,train
So với con 20s thì con này cấu hình mạnh hơn..kiểu dáng ok hơn nhưng thời gian sử dụng pin kém hơn 20s mặc dù ko có chơi game,neutral,polarbear-vi-SA,mixed,train
"Mình dùng gần tháng , máy xài ngon, mình ít chơi game .
Nv tư vấn nhiệt tình chu đáo.",neutral,polarbear-vi-SA,mixed,train
"Máy thực sự quá đẹp và đẳng cấp, khả năng hoàn thiện phải nói là tốt nhất của samsung từ trước đến nay, màn hình tràn viền sexy và đẹp nhất thế giới, hiệu năng thì quá mượt mà rồi, thực sự xứng đáng với số tiền bỏ ra..",neutral,polarbear-vi-SA,mixed,train
"Đã dùng được 6 tháng và đã up lên MIUI 11.4 từ lâu nhưng hoàn toàn không gặp lỗi như các bạn kia bình luận, tuy nhiên thỉnh thoản mái hơi chậm khi chuyển đổi giữa các ứng dụng. Camera thì cả camera trước và sau chụp đêm quá ưng ý trong tầm giá. Nếu so con này với iphone 7 thì mình sẽ chọn con này 😄",neutral,polarbear-vi-SA,mixed,train
"Nghe nói oppo dễ bị lỗi lắm phải ko mấy bn 
Daq định mua mà ko pit chon cái nào tốt hơn 
Thấy cũng ngon dó nhưng chưa sài oppo bao giờ cả ko pit ra sao ..tui thấy samsung ngon .nhưng hơn mất....",neutral,polarbear-vi-SA,mixed,train
Điện thoại tốt. Tôi dùng thấy okay. Sẽ giới thiệu với người khác để biết sản phẩm này,neutral,polarbear-vi-SA,mixed,train
Mới xài hơn 1tháng.Rất mau nóng và lag .phí 7tr .xài răt bực bội bấm chữ hay bị dính .videol thì bị lấy và chậm máy lại,positive,polarbear-vi-SA,mixed,train
"Máy mới mua xong chưa thấy lỗi gì , tác vụ ổn máy pin trâu ,loa to , ổn trong tầm giá , có tính năng của những máy cao cấp ""màn hình cạnh""",neutral,polarbear-vi-SA,mixed,train
Sản phẩm tốt nhưng pin thì hao nhanh quá vân tay thì có chút vấn đề nói chung thì khá ok 😋😋,neutral,polarbear-vi-SA,mixed,train
Tôi dùng đc 2 tháng. Con này cái gì cũng ok. Mỗi cảm biến tiệm cận cực kỳ tệ. Nhiều khi để lên nghe mà màn hình vẫn sáng chạm vào tai trượt thanh trạng thái xuống rồi chạm thay đổi cài đặt lung tung. Khó chịu.,neutral,polarbear-vi-SA,mixed,train
"Vừa cập nhật, rất tốt,  pin cực ổn,  sài cả ngày không lo và  ram trống nhiều hơn ,  giá nào chất lượng máy ấy thôi,  Samsung đã làm rất tốt ❤",neutral,polarbear-vi-SA,mixed,train
máy đẹp pin tốt cấu hình khủng rất thích máy này chơi liên quân rất mượt chụp hình đẹp,neutral,polarbear-vi-SA,mixed,train
"Sau hơn 1 tuần trải nghiệm và sử dụng . Thấy máy khá ok . Ổn . Mượt , không có gì có thể làm chậm hay làm khó với con chip A12 bionic . Chụp ảnh đẹp . Và tiện lợi hơn là sử dụng 2 sim sóng sánh rất ok . 
Chỉ có 1 điểm duy nhất về mặt hình thức đó là thiết kế quá xấu . Viền màn hình với khung xương máy còn đút lọt đồng tiền polyme ( có bác nào bị trường hợp đấy không ạ ???)",neutral,polarbear-vi-SA,mixed,train
đã xài  và cảm thấy rất Okie sản phẩm rất mượt chụp ảnh đẹp chơi game cũng được nhưng đôi khi Lag hỗ trợ đa nhiệm và chất lượng độ Phân giải của tấm nền Amoled cực kì ấn tượng -->   đáng Mua,neutral,polarbear-vi-SA,mixed,train
Sản phẩm tốt trong tầm giá máy mượt đã nhiệm tốt pin để qua đêm chỉ hao 1-2 % pin trâu dùng chơi game liên tục 4h chỉ tốn 55-60% (liên quân) trong tầm giá thì quá ok 😄,neutral,polarbear-vi-SA,mixed,train
"Cám ứng kém thật , chơi game giât lag , ko mượt bằng j7 thế mới hài chứ . Đúng la quảng cáo",neutral,polarbear-vi-SA,mixed,train
"Lần đầu tiên xài điện thoại của hãng Xiaomi thấy xài khá OK, chơi game ổn, pin trâu có điều camera lồi ra khá bất tiện và chơi game lâu thì hơi nóng, nhân viên tư vấn nhiệt tình. Nói chung khá ngon trong tầm giá 👍👍👍",neutral,polarbear-vi-SA,mixed,train
E mới mua dt reno 2f dc 12 ngày sử dụng tốt nhưng sau em không sài thì không tốn pin cho lắm e sạc đầy pin để qua đêm chỉ hao 8 đến 9% nhưng khi em sử dụng thì hao rất nhanh chưa đến 1 phút thì đã hao 1% pin e sử dụng 10 phút thì hao tận 8% pin tình trạng mấy e có bị gì không ạ e có thể đổi mấy mới dc ko,neutral,polarbear-vi-SA,mixed,train
"Quá chán. Ram 3g mà không chạy được gì hết đứng máy, văng liên tục. Thua xa cái j7 2g cùi còn chạy 1 lần 2 acc chơi cả tiếng mới văng 1 lần. Cái này mới mua mà chạy 1 acc văng miết. Cam thì xấu. Quét mã QR cam kéo dài hình ra không nhận được mã QR. Hiện tại không thể sử dụng quét mã được. Wf yếu. Sóng đt,4g yếu.",neutral,polarbear-vi-SA,mixed,train
Sản phẩm khá ngon trong tầm giá. Chơi game vẫn ok dù máy hơi nóng và pin k trâu lắm,neutral,polarbear-vi-SA,mixed,train
"Sài được không lâu máy lang dô YouTube ,zingmp3 Google..... Đều bị dăng ra buộc phải khởi động lại ,pin sài từ từ thì thấy mua hao lắm",positive,polarbear-vi-SA,mixed,train
"Đt mới nhận về hôm qua cảm nhận là hơi tốn pin, nghe đt khoảng hơn 40 giây là nó tắt luôn màn hình, phải nhấn nút nguồn mới sáng. Cái máy cực bám vân tay. Miếng dán màn hình kg có nhiều chỗ bán và giá lại cao. Cái nút tắt nguồn phải nằm trong cái bảng điều khiển, tắt đt phức tạp quá. Chụp hình cỡ tầm iphone 6. Hơi thất vọng chút vì quảng cáo khá rầm rộ.",neutral,polarbear-vi-SA,mixed,train
"Dt sài rất tốt thiết kế đẹp,đáng trong tầm giá,sạc nhanh phần mền sạc vooc rất chuẩn,đúng là độc quyền của oppo,nhân viên tgdd thị trấn cái dầu thì rất tốt luôn sát cánh khánh để giới thiệu những dòng sản phẩm mà khách hàng luôn phân vân,....ok",neutral,polarbear-vi-SA,mixed,train
"Máy mượt, pin cao nhưng nhanh hết chỉ đc ở mức trung bình. Game chiến ok, max setting vẫn mượt nhé. Màn hình to rõ đẹp, xem phim giải trí cực đã. Loa ngoài hơi nhỏ, ko to. Camera sau đẹp, trước tạm chấp nhận được. Cảm ứng thỉnh thoảng ko nhạy lúc chơi game ko biết do cấn tay hay lỗi.",neutral,polarbear-vi-SA,mixed,train
Mua 2 máy điều bị lem mực đen ngay góc sóng dt .ko pk là lổi gì. 1 máy 9 tháng 1 máy 2 tháng,neutral,polarbear-vi-SA,mixed,train
Nhìn chung máy  đẹp rất thich. Không có chỗ nào để chê dc. Nhưng có 1 điểm là camera trước rất xấu. Thua mấy con oppo nữa. Mới mua dc 10 ngày k biết đổi máy lại dc k nữa.,neutral,polarbear-vi-SA,mixed,train
"Máy mới mua dk 2 ngày mà chơi liên quân đã bị giật lang, màn hình tự nhiên tối tắt mở lại nó mới về bình thường từ nào giờ tin tưởn sài ss mà giờ làm thất vọng giá 8tr như vậy thì chưa ổn",neutral,polarbear-vi-SA,mixed,train
"Sài được 1 tháng, tất cả mọi thứ ok , mỗi tội bắt wifi quá kém, không biết có bản cập nhập khắc phục không",neutral,polarbear-vi-SA,mixed,train
"Đã mua và thất vọng máy châm kinh khủng loa thì rè , giá tầm này mua Xiaomi rdmi 8 ngon hơn nhiều , thất vọng sam sung",neutral,polarbear-vi-SA,mixed,train
Mới mua hôm qua máy xài ổn trong tầm giá chơi game tụt pin khá nhanh  . nhân viên thân thiện nhiệt tình,neutral,polarbear-vi-SA,mixed,train
máy còn nóng khi choi game lq ko ad. E sợ mua về mà chơi tí đả nóng thì vứt .Mong mn chỉ bảo,neutral,polarbear-vi-SA,mixed,train
"Máy mới sử dụng nên không biết thế nào, camera chụp đẹp, nhân viên siêu thị nhiệt tình, vui vẻ.",neutral,polarbear-vi-SA,mixed,train
"Googole chome  cứ dẫn đường link quảng cáo hoài bực mình , có cách nào để chặn không TGDĐ , đg nghe nhạc hay xem phim hay không làm gì , mak đt bật mạng là xuất hiện lên rất bực mình , ớn đt androi . Cài đặt các kiểu sao cũng ko hết , lm ntn để hết đây , rất mong mọi người chỉ dùm .",positive,polarbear-vi-SA,mixed,train
"Pin trâu, sạc nhanh.chơi game rất mượt, không bị nóng nếu để cấu hình bình thường.con cấu hình cao chỉ hơi nóng xíu thôi.cam trước sau thì tạm ổn.nói chung rất tốt trong mọi mặt.",neutral,polarbear-vi-SA,mixed,train
"Màn hình đẹp, pin xài lâu. Camera trước và sau dùng rất thích. Nữ cầm hơi nặng tay",neutral,polarbear-vi-SA,mixed,train
"Song quá yếu H+ ma o chạy noi quá tệ , gọi nghe còn khó  nữa sai lầm khi mua xin coi lại để o ai dám mua nữa đâu",neutral,polarbear-vi-SA,mixed,train
"Mic kém, cảm ứng rất kém, định vị không chính xác toàn nhảy đi đâu không
Còn lại mọi thứ Ok, tầm thấp lên k đòi hỏi hàng chất lượng cao đc",neutral,polarbear-vi-SA,mixed,train
Em mới vào game chỉnh phần turbo trên góc thì kêu è......è mãi em khởi động lại thì nó hết rồi,neutral,polarbear-vi-SA,mixed,train
"Máy dễ tróc sơn quá có nào bảo hành lại đc ko,máy rất tốt,siêu mượt,camera đẹp,sạc siêu nhanh",neutral,polarbear-vi-SA,mixed,train
"Sản phẩm tốt, cảm giác chơi game ko quá nóng như mình nghĩ. Liên quân bật max thì hơi giật nhẹ còn pubg mình mới chơi đc 1 trận nên chưa nói gì nhiều đc. Tối nay lại hành con chip G90T này",neutral,polarbear-vi-SA,mixed,train
"Qua tuyệt.máy đẹp ,pin dùng rất lâu.sóng sánh ổn định.màn hình trắng sáng ko ám vàng là điểm + ,mọi chức năng đều ok ,không có gì phàn nàn",neutral,polarbear-vi-SA,mixed,train
"Pin trâu cực, xài 4G liên tục từ 100% lúc 6h sáng đến 8h30 còn 24%. Máy mạnh, chiến game tốt. Cam tạm ổn.",neutral,polarbear-vi-SA,mixed,train
Sản phẩm tốt camera đẹp pin trâu màn hình đẹp  nhân viên bán hàng nhiệt tình dễ thương !,neutral,polarbear-vi-SA,mixed,train
"Chụp hình đẹp,loa nghe hay,hiệu năng tốt máy mượt nhưng mà hơi thất vọng về khoảng pin khi để qua đêm tụt đến 4-5% nên mình chỉ cho 4 sao",neutral,polarbear-vi-SA,mixed,train
"Quá tệ,  ứng dụng quá nhiều ko cần thiết. mỗi lần mở là phải chỉnh ánh sáng, màn hình vàng nhòe,vân tay nhận diện chậm, đặc biệt Bluetooth giật giật khó chịu, lần đầu tiên xài hãng sum sung .",neutral,polarbear-vi-SA,mixed,train
"Dùng máy đk mấy hôm rồi cảm nhận:
Bắt wifi hơi kém, loa ngoài khá bé ko đk to như ss,sóng điện thoại thì ổn , có quả cam chup thiếu sáng thì ảnh xấu .
Máy thich hợp vs phụ huynh hơn là cac bạn trẻ",neutral,polarbear-vi-SA,mixed,train
Mới mua xài ngon lắm. Ưng nhất khoản chụp hình.Đặc biệt là chụp đêm và selfie ngon hơn cả iphone11 pro.,neutral,polarbear-vi-SA,mixed,train
Mình thấy được mà cứ chê ỏng chê eo. Đt hợp làm vlog lắm camera chê siêu chống rung nhưng khi hết lưu lượng 4g hoặc ko có wifi công nhận là có chậm nhưng có wifi và sóng 4g đủ lưu lượng tốc độ thì tớ thấy mượn chơi liên quân ok . Nghe gọi nghe nhạc cũng ok. Thích nhất vẫn là camera siêu chống rung,neutral,polarbear-vi-SA,mixed,train
"Trời ơi tin được không.  Ngon quá. Máy ngon quá
Mong giá ra tầm trung. Tuyệt vời cú mèo.",neutral,polarbear-vi-SA,mixed,train
đt từ khi mua về hay bị đứng rồi còn khi đang xem youtube là tự nhiên thoát ra màng hình chính,positive,polarbear-vi-SA,mixed,train
Mình sài gần dc 1 tháng rồi. Thấy rất ok.........................................,neutral,polarbear-vi-SA,mixed,train
Nhân viên rất nhiệt tình và chu đáo. Máy sử dụng rất mượt chơi game ổn . Pin trâu chơi game mã setting,neutral,polarbear-vi-SA,mixed,train
Kể ra tầm 10t trai nghiệm cũng được mình thich cái kiểu bàn phím này.sliver lại càng thích.nói chung10t cố nghiến rang mua,neutral,polarbear-vi-SA,mixed,train
"Điện thoại này hình như là chạy exynos 9611, ko phải 9610. Theo thông tin trên trang chủ samsung và gsmarena, mới xài có một ngày nên chưa đánh giá chi tiết đươc.",neutral,polarbear-vi-SA,mixed,train
"Chíp Snapdragon 675 mới. Chưa tương thích game nhiều. 
Nên chơi bị giật hay lag nhẹ thì mấy thánh đừng kêu nhé. 
Thanks. !!!",neutral,polarbear-vi-SA,mixed,train
"Cái đầu lõi hỡ sáng, đổi cái sau thì chết điểm ảnh ,đổi cái nữa thì lõi wifi. Bây giờ không biết làm sao luong, không hiểu TGDD làm ăn sao ak. TGDD phải tìm cách giải quyết cho khách hàng đi chứ...",neutral,polarbear-vi-SA,mixed,train
"Máy đẹp, tốt, xài rất mượt, nhân viên nhiệt tình vui vẻ, pin hơi đuối xíu nhưng vẫn chấp nhận được.",neutral,polarbear-vi-SA,mixed,train
Huawei thiết kế nhìn rất đều máy và nhìn cảm giác rất cân đối...nhìn thich hơn samsung,neutral,polarbear-vi-SA,mixed,train
Máy lỗi nghe nhạc bluetooth . Ra bảo hảnh thì nhân viên trả lời lỗi cả lô như nhau cái mới đập hộp cũng vẫn bị lỗi. Do hệ điều hành androi 10 có vấn đề . Thế là người dùng bỏ ra 8tr mua phải hàng lỗi mà ko biết đi thắc mắc với ai và ai giải quyết cho mình. Các bạn mua A51 thì nên mang tai nghe đi test trước khi mua !!!,neutral,polarbear-vi-SA,mixed,train
"mình mới mua đươc 2 ngày la máy đã bị lỗi, sac pin mới có 67% là báo đầy.. và được đổi cái khác sài đươc 10 ngay,, nói chung cái sao tạm ổn, pin sac nhanh nhưng 20-100% sac hơn 3h mới đầy, camera vừa đủ dùng..chơi game liên quân, fefai.. lâu tầm 1h may nóng, chơi lâu tự văn ra ngoài,, ko hiêu lý do... nói chung tien nào của đó...",neutral,polarbear-vi-SA,mixed,train
"sau 1 tháng, cảm ứng nhảy lung tung, và sau 4 tháng cảm ứng càng tệ, nhảy loạn xạ.",positive,polarbear-vi-SA,mixed,train
Mới mua hawaii nova3 được 3 tháng thì máy nài ra đẹp thật.. Nhìn máy đã quá giá rẻ nữa.,neutral,polarbear-vi-SA,mixed,train
"Máy đẹp,  nhìn sang trọng. Nhưng giá còn hơi cao,  tầm 7-8 triệu là ok.   Máy có MHL k vậy ad?",neutral,polarbear-vi-SA,mixed,train
Máy khá ngon nhưng có đều giá lại quá gần với giá con Joy 2+ nên giá nó thấp tí là được chứ như vậy thì thêm 200k nữa mua Joy 2+ cho rồi,neutral,polarbear-vi-SA,mixed,train
"Rất hài lòng với những sp samsung. 
Vì đây là sp thương hiệu. 
Có hỗ trợ sạc nhanh 
Giá tầm trung dễ mua",neutral,polarbear-vi-SA,mixed,train
"Màu hình xấu,cấu hình chán, chụp hình 60m thua cái ip5s chân thành đừng nghe feedback của nhân viên TGDD mua xong bạn lo ngay trong tuần",neutral,polarbear-vi-SA,mixed,train
"Vsmart Joy 3 pin trâu, màn hình hơi tối trong tầm giá này là ok. Nhân viên tư vấn tốt, thân thiện, máy mình mua bị lỗi nhận viên nhiệt tình cho đổi dù máy k có tại cửa hàng, phải chạy nợi khác về đổi. Mua đt tại thế giới di động gầp bồn binh cầu lấp vò, huyện lấp vò tỉnh đồng tháp.",neutral,polarbear-vi-SA,mixed,train
Sao mua hàng ko có quà tặng nhỉ bán vẫn giá đấy mà ko bớt đc như là cãng hãng khác,positive,polarbear-vi-SA,mixed,train
"Mình mua được 4 tháng dùng rất ổn nhưng đến nay gặp tình trạng thẻ SD tự ngắt kết nối với máy, mình đã tháo ra và gắn lại được vài phút thì vẫn bị như cũ, không biết bị vấn đề gì",neutral,polarbear-vi-SA,mixed,train
Máy không chụp ảnh màn hình được. Quá tệ lại bị đơ. Gọi điện thì phát loa ngoài. Lúc được lúc mất chụp ảnh mờ,neutral,polarbear-vi-SA,mixed,train
Mới mua máy hôm quá để quá đêm tuột 2 phần trăm 100 còn 98 không haif lòng cho lắm,positive,polarbear-vi-SA,mixed,train
Mới mua tgdd ở hồ ngọc lãm máy rất đẹp cấu hình mạnh chơi các game nặng full setting pin rất trâu hơi ấm ko nóng nhân viên hài hước nhiệt tình ăn nói lịch sự,neutral,polarbear-vi-SA,mixed,train
"Mình mua máy ở Tiên Phước, nhân viên tư vấn nhiệt tình. Dùng ổn. Nhưng thỉnh thoảng bị lỗi mạng 4G khi dùng cùng lúc với WIFI, bật đài FM bắt sóng tốt muốn dùng loa ngoài khi tắt màn hình phải bật sáng lại, nói chung còn thủ công, chưa được tối ưu hoa",neutral,polarbear-vi-SA,mixed,train
"Máy cực tốt, pin cầm rất lâu,loa lớn không giống như review. Là sản phẩm nên mua. Nhân viên ở An Hiệp Châu Thành Bến Tre dễ thương. Cho luôn 5 sao",neutral,polarbear-vi-SA,mixed,train
Iphone 7 plus rất tốt chơi game liên quân mượt mà vào game rất nhanh chơi mượt game nào của ok hết hiệu năng tuyệt vời,neutral,polarbear-vi-SA,mixed,train
"Pin 5000 mà sài hết hơi nhanh,giá thì hơi cao so với máy á,mà lại k có sạc nhanh nữa... Có hơi thất vọng",positive,polarbear-vi-SA,mixed,train
"E có mua con này được gần nửa tháng mà sao thấy mỗi khi sạc pin máy nóng , cx ko phải nóng như khi chơi game nhưng vẫn cảm nhận rõ rệt , đó có phải bthg ko ạ , có ae nào bị giống mih ko ạ :(",neutral,polarbear-vi-SA,mixed,train
Sp k có Gg nhưng thay thế bằng các ứng dụng mới. Các ứng dụng cài vào xài rất ổn định. Máy tầm thấp mà có tặng cả tai phone 🥰 Mình tải liên quân ở app Aurora chạy mượt . Nói chung ổn định không có vấn đề gì nên các fen đừng ngại nha 🤗,neutral,polarbear-vi-SA,mixed,train
"Cho hỏi ai dùng a70 .như mình ko tưởng đổi máy này lau hêt pin dùng cả ngày....
Chỉ gởi mail. Lướt web. Ko choi games Thỉnh thoảng xem youtube. Ngày sạc 2lần. Mình tất hết chế ngầm...Chán thật",neutral,polarbear-vi-SA,mixed,train
